cell_id,enb_id,cell_name,site_id,latitude,longitude,region,market,technology,frequency_band,capacity_rating,neighbor_cells,tower_status
CELL_01224,eNB_0041,Site_9351_Sector_3,SITE_0147,25.089182188780416,-75.71600975076909,Southwest,Dense Urban,5G NSA,n71 (600MHz),High,"CELL_00165,CELL_00210,CELL_00913,CELL_01135",Active
CELL_01225,eNB_0054,Site_5421_Sector_1,SITE_0376,33.76138129669522,-76.40069983061528,West,Highway,LTE,Band 4 (AWS),Very High,"CELL_00779,CELL_00330,CELL_00610,CELL_00567",Active
CELL_01226,eNB_0077,Site_5414_Sector_2,SITE_0400,28.575868399793208,-105.81434343814084,Northeast,Urban,LTE,n71 (600MHz),High,"CELL_01071,CELL_00060,CELL_00456,CELL_01180,CELL_00593,CELL_00098",Maintenance
CELL_01227,eNB_0197,Site_9735_Sector_2,SITE_0233,43.5779175988595,-82.59666231250549,Northeast,Suburban,5G NSA,Band 12 (700MHz),Medium,"CELL_00973,CELL_00809,CELL_00816,CELL_01258",Active
CELL_01228,eNB_0157,Site_8769_Sector_1,SITE_0453,40.122807673017476,-115.78469027567346,Midwest,Dense Urban,LTE,Band 71 (600MHz),High,"CELL_00585,CELL_01114,CELL_01329,CELL_00749,CELL_01146",Active
CELL_01229,eNB_0183,Site_8827_Sector_3,SITE_0400,26.862300361639367,-116.53330546522862,Midwest,Rural,5G NSA,Band 71 (600MHz),High,"CELL_00173,CELL_00353,CELL_01017,CELL_00199,CELL_00412,CELL_01298",Active
CELL_01230,eNB_0035,Site_6472_Sector_1,SITE_0474,29.886226302291025,-100.77719512380581,Midwest,Highway,LTE,Band 71 (600MHz),High,"CELL_00642,CELL_01194,CELL_00255,CELL_00982,CELL_00384,CELL_01090,CELL_00849",Active
CELL_01231,eNB_0191,Site_9374_Sector_1,SITE_0338,40.91340466918151,-89.41511617773084,Pacific,Suburban,LTE,Band 4 (AWS),High,"CELL_00946,CELL_01079,CELL_00448,CELL_01160",Active
CELL_01232,eNB_0009,Site_9720_Sector_2,SITE_0403,46.09337977614477,-98.5265563345908,Southeast,Rural,LTE,n71 (600MHz),Medium,"CELL_01374,CELL_00725,CELL_00704,CELL_00433",Degraded
CELL_01233,eNB_0132,Site_7201_Sector_1,SITE_0174,32.71997442693835,-87.91687253593231,West,Dense Urban,5G SA,n41 (2.5GHz),High,"CELL_00243,CELL_00720,CELL_00046,CELL_01460,CELL_01241,CELL_00859,CELL_00488,CELL_00821",Active
CELL_01234,eNB_0200,Site_7355_Sector_2,SITE_0138,36.33924671248887,-76.08559643489018,West,Urban,LTE,n71 (600MHz),Medium,"CELL_01228,CELL_01376,CELL_00252,CELL_00282,CELL_01100,CELL_00153",Active
CELL_01235,eNB_0192,Site_7888_Sector_3,SITE_0012,39.140219056314045,-81.39421745324375,Southwest,Urban,LTE,Band 2 (1900MHz),High,"CELL_01171,CELL_01433,CELL_01278,CELL_00451,CELL_01409,CELL_00107,CELL_00065",Active
CELL_01236,eNB_0056,Site_5238_Sector_2,SITE_0508,33.11075509191281,-65.00438348341876,Southeast,Rural,LTE,Band 71 (600MHz),Medium,"CELL_00402,CELL_00259,CELL_00820,CELL_00636,CELL_00922,CELL_00560,CELL_01490",Active
CELL_01237,eNB_0037,Site_5360_Sector_1,SITE_0017,36.56658115607191,-74.7195628026574,West,Highway,LTE,n71 (600MHz),High,"CELL_00844,CELL_01206,CELL_00313,CELL_00270,CELL_00120,CELL_00366,CELL_01187,CELL_00178",Active
CELL_01238,eNB_0164,Site_9555_Sector_3,SITE_0460,26.893275883506874,-79.89509954688863,West,Suburban,LTE,n41 (2.5GHz),Low,"CELL_01363,CELL_01199,CELL_00196,CELL_00202,CELL_00983,CELL_01390,CELL_00105,CELL_00601",Active
CELL_01239,eNB_0126,Site_4638_Sector_3,SITE_0529,45.15741850066549,-95.61547210277946,Southwest,Rural,LTE,Band 71 (600MHz),Medium,"CELL_00042,CELL_01483,CELL_00540,CELL_00580,CELL_00036",Degraded
CELL_01240,eNB_0047,Site_1625_Sector_3,SITE_0098,32.64929410082084,-113.37789680356514,Midwest,Urban,5G NSA,Band 66 (AWS-3),Low,"CELL_00652,CELL_00170,CELL_00669,CELL_00144,CELL_00405,CELL_00487,CELL_01467,CELL_01255",Degraded
CELL_01241,eNB_0173,Site_9689_Sector_1,SITE_0309,46.89786976134863,-79.83775153408703,Southwest,Highway,5G NSA,n41 (2.5GHz),Low,"CELL_01206,CELL_00983,CELL_00552,CELL_01394,CELL_01210,CELL_01006,CELL_00234,CELL_01075",Active
CELL_01242,eNB_0195,Site_4813_Sector_1,SITE_0132,44.19348478805517,-122.21553343651647,Northeast,Rural,LTE,Band 2 (1900MHz),Medium,"CELL_00527,CELL_00907,CELL_00547,CELL_00164,CELL_01440,CELL_00506",Degraded
CELL_01243,eNB_0166,Site_7755_Sector_1,SITE_0547,30.585189536567928,-79.15927224182089,Pacific,Suburban,LTE,Band 66 (AWS-3),Medium,"CELL_00708,CELL_00286,CELL_00382,CELL_01405,CELL_00641",Active
CELL_01244,eNB_0042,Site_2740_Sector_3,SITE_0271,28.678857359207374,-105.3849524958102,Pacific,Highway,LTE,n41 (2.5GHz),Medium,"CELL_00056,CELL_00059,CELL_01268",Active
CELL_01245,eNB_0002,Site_7652_Sector_2,SITE_0393,47.250157932723624,-65.25997146961959,West,Suburban,5G NSA,Band 12 (700MHz),High,"CELL_00242,CELL_00426,CELL_01283,CELL_01202,CELL_00188,CELL_01280",Active
CELL_01246,eNB_0104,Site_4065_Sector_1,SITE_0110,44.92213732780142,-113.62534842580992,Midwest,Rural,5G NSA,Band 66 (AWS-3),Low,"CELL_00215,CELL_00070,CELL_00396,CELL_01412,CELL_00117,CELL_01344",Active
CELL_01247,eNB_0078,Site_9088_Sector_1,SITE_0213,30.39218186730552,-77.59785610711248,Southwest,Urban,LTE,n41 (2.5GHz),Medium,"CELL_01306,CELL_01312,CELL_00248,CELL_00103",Active
CELL_01248,eNB_0083,Site_3198_Sector_1,SITE_0063,40.92652340016241,-104.83789393450151,Pacific,Urban,LTE,n71 (600MHz),Medium,"CELL_01157,CELL_00070,CELL_00638",Active
CELL_01249,eNB_0092,Site_1945_Sector_1,SITE_0040,42.56636167995127,-76.6449073032364,Pacific,Dense Urban,LTE,Band 71 (600MHz),Medium,"CELL_01130,CELL_00321,CELL_01030,CELL_00712,CELL_01238",Active
CELL_01250,eNB_0036,Site_6005_Sector_1,SITE_0499,26.794958931028326,-110.51403094818299,Southwest,Suburban,LTE,Band 12 (700MHz),Medium,"CELL_00093,CELL_00167,CELL_00366,CELL_00711,CELL_00087,CELL_00376,CELL_00684,CELL_01158",Active
CELL_01251,eNB_0080,Site_8417_Sector_2,SITE_0089,40.59394476043077,-111.67246415327735,Southwest,Dense Urban,5G SA,Band 12 (700MHz),High,"CELL_01061,CELL_00518,CELL_01489,CELL_00403,CELL_00538,CELL_01038,CELL_01160",Active
CELL_01252,eNB_0180,Site_4945_Sector_1,SITE_0563,33.49830722679265,-91.1079807244409,Northeast,Urban,LTE,Band 12 (700MHz),High,"CELL_01142,CELL_00861,CELL_00495,CELL_00439,CELL_00134",Active
CELL_01253,eNB_0032,Site_7881_Sector_3,SITE_0596,41.47210225883267,-92.7949499332137,West,Suburban,5G SA,Band 12 (700MHz),Low,"CELL_01115,CELL_00504,CELL_01112,CELL_00888,CELL_00198,CELL_00482,CELL_01101",Active
CELL_01254,eNB_0037,Site_3488_Sector_2,SITE_0044,44.591966775322234,-103.69384141594527,Pacific,Rural,5G NSA,Band 71 (600MHz),Medium,"CELL_00482,CELL_01386,CELL_00082,CELL_00602",Active
CELL_01255,eNB_0137,Site_5449_Sector_3,SITE_0069,31.142661713924202,-65.89976028860794,Southwest,Rural,5G NSA,n71 (600MHz),Medium,"CELL_01271,CELL_00728,CELL_00213,CELL_01233",Active
CELL_01256,eNB_0182,Site_3045_Sector_1,SITE_0198,40.87378475895524,-81.41038715911962,Northeast,Dense Urban,LTE,n71 (600MHz),High,"CELL_00416,CELL_00807,CELL_00624,CELL_01086,CELL_00308",Active
CELL_01257,eNB_0060,Site_4663_Sector_2,SITE_0216,25.912714956317426,-95.76024288067129,Southwest,Dense Urban,5G SA,Band 4 (AWS),Very High,"CELL_01412,CELL_00336,CELL_00322,CELL_00585,CELL_00273",Active
CELL_01258,eNB_0125,Site_2085_Sector_2,SITE_0408,25.965643574050247,-66.55986706853514,Southeast,Dense Urban,LTE,Band 71 (600MHz),Low,"CELL_00688,CELL_01279,CELL_00195,CELL_00585",Active
CELL_01259,eNB_0083,Site_4852_Sector_3,SITE_0286,32.25427236573088,-115.02049462201481,Southeast,Highway,LTE,Band 71 (600MHz),Medium,"CELL_00925,CELL_00748,CELL_00162,CELL_00899,CELL_00900,CELL_00796,CELL_00591",Active
CELL_01260,eNB_0106,Site_6163_Sector_2,SITE_0401,41.29875024165385,-113.98576628964975,Midwest,Suburban,LTE,Band 66 (AWS-3),Low,"CELL_00048,CELL_00581,CELL_00841",Active
CELL_01261,eNB_0133,Site_8921_Sector_2,SITE_0519,25.287100238019875,-67.89704226874233,Northeast,Urban,5G NSA,Band 66 (AWS-3),High,"CELL_01287,CELL_00955,CELL_00496,CELL_00431,CELL_00722",Maintenance
CELL_01262,eNB_0139,Site_3131_Sector_3,SITE_0115,46.85471173340343,-75.0938039604397,Southwest,Urban,5G NSA,Band 4 (AWS),Medium,"CELL_01245,CELL_01302,CELL_01360,CELL_00693,CELL_00298",Active
CELL_01263,eNB_0028,Site_8031_Sector_2,SITE_0014,29.993999208687548,-74.580775001812,Southwest,Dense Urban,5G SA,Band 66 (AWS-3),High,"CELL_01386,CELL_00975,CELL_00877,CELL_01271,CELL_00003,CELL_00006",Active
CELL_01264,eNB_0032,Site_5018_Sector_3,SITE_0065,44.35062954553369,-117.86799997998813,Southwest,Suburban,LTE,n41 (2.5GHz),Low,"CELL_00904,CELL_00849,CELL_00969,CELL_00367,CELL_00016,CELL_00124,CELL_00517",Active
CELL_01265,eNB_0087,Site_7574_Sector_3,SITE_0200,31.389446045620712,-84.9620443648366,West,Dense Urban,5G NSA,Band 71 (600MHz),High,"CELL_00493,CELL_00393,CELL_00392,CELL_00853",Active
CELL_01266,eNB_0195,Site_8193_Sector_3,SITE_0515,47.460702497673125,-86.93135232575139,West,Rural,5G SA,Band 71 (600MHz),High,"CELL_00527,CELL_00302,CELL_01440,CELL_00155,CELL_00437,CELL_00205,CELL_00428,CELL_00027",Active
CELL_01267,eNB_0175,Site_8512_Sector_1,SITE_0280,37.98902724996124,-83.23994370994785,Pacific,Rural,LTE,Band 12 (700MHz),Medium,"CELL_00612,CELL_00434,CELL_00093,CELL_00491,CELL_00801,CELL_01204",Active
CELL_01268,eNB_0133,Site_1093_Sector_2,SITE_0019,46.58970787830428,-108.47138867330045,Midwest,Rural,5G SA,Band 4 (AWS),High,"CELL_00752,CELL_00315,CELL_01279,CELL_00071,CELL_00843",Maintenance
CELL_01269,eNB_0102,Site_5749_Sector_3,SITE_0080,29.006130810402333,-78.83805643003166,Southwest,Suburban,5G SA,Band 12 (700MHz),High,"CELL_00052,CELL_00062,CELL_00132",Active
CELL_01270,eNB_0130,Site_8696_Sector_1,SITE_0413,33.30272123143509,-67.58040570836084,Northeast,Urban,LTE,Band 66 (AWS-3),Low,"CELL_01186,CELL_00350,CELL_01476,CELL_01455,CELL_00409,CELL_00011",Active
CELL_01271,eNB_0156,Site_9874_Sector_3,SITE_0556,46.293991282419945,-81.52212407388986,Southeast,Rural,LTE,n71 (600MHz),High,"CELL_01020,CELL_00683,CELL_01426",Active
CELL_01272,eNB_0051,Site_3658_Sector_2,SITE_0561,36.57590502045542,-103.47366150643586,Northeast,Dense Urban,5G NSA,n41 (2.5GHz),High,"CELL_01031,CELL_00136,CELL_00471,CELL_00743,CELL_01163,CELL_00457,CELL_00662",Active
CELL_01273,eNB_0105,Site_5245_Sector_3,SITE_0399,40.184732523840545,-84.14951543069392,Midwest,Dense Urban,5G NSA,n71 (600MHz),High,"CELL_00829,CELL_00127,CELL_00290,CELL_00338,CELL_00867,CELL_00269,CELL_00854,CELL_00372",Active
CELL_01274,eNB_0098,Site_5863_Sector_1,SITE_0259,35.94884261942534,-124.67644649898585,West,Suburban,5G NSA,Band 12 (700MHz),Very High,"CELL_01272,CELL_00075,CELL_00912,CELL_01085,CELL_00631,CELL_00838,CELL_01051,CELL_00312",Active
CELL_01275,eNB_0110,Site_2874_Sector_3,SITE_0272,42.03169959112547,-94.47946987877896,West,Suburban,LTE,Band 2 (1900MHz),Medium,"CELL_00175,CELL_00387,CELL_01242",Degraded
CELL_01276,eNB_0001,Site_1221_Sector_2,SITE_0118,27.48170403039339,-114.39596166676121,Pacific,Dense Urban,5G SA,n71 (600MHz),High,"CELL_01023,CELL_00578,CELL_00562,CELL_00486,CELL_01245,CELL_00563",Active
CELL_01277,eNB_0185,Site_1193_Sector_1,SITE_0506,41.819768830243795,-105.28680601360122,Midwest,Urban,5G NSA,Band 71 (600MHz),Very High,"CELL_00467,CELL_01481,CELL_01103,CELL_01375,CELL_00695",Active
CELL_01278,eNB_0106,Site_6546_Sector_1,SITE_0205,43.90648941896341,-81.09932350800506,Southeast,Highway,5G SA,Band 12 (700MHz),High,"CELL_01167,CELL_00136,CELL_01282",Active
CELL_01279,eNB_0003,Site_3907_Sector_3,SITE_0515,45.471789011028996,-113.47954354351603,Pacific,Suburban,LTE,Band 2 (1900MHz),Medium,"CELL_00961,CELL_01164,CELL_01172",Active
CELL_01280,eNB_0194,Site_3636_Sector_2,SITE_0255,34.21046009634399,-96.02685905640121,Midwest,Dense Urban,5G SA,Band 66 (AWS-3),Medium,"CELL_01321,CELL_00982,CELL_00177,CELL_00269",Active
CELL_01281,eNB_0184,Site_9054_Sector_1,SITE_0209,42.798824744750654,-91.11811900771008,West,Dense Urban,5G SA,Band 71 (600MHz),High,"CELL_00125,CELL_00235,CELL_01098,CELL_00552,CELL_00635,CELL_00237,CELL_00962,CELL_00340",Active
CELL_01282,eNB_0023,Site_6354_Sector_1,SITE_0500,36.978870808296364,-104.11772480287806,Southeast,Highway,LTE,Band 4 (AWS),High,"CELL_00649,CELL_00838,CELL_00429,CELL_00404,CELL_00033,CELL_00269,CELL_01201,CELL_00739",Active
CELL_01283,eNB_0125,Site_8403_Sector_2,SITE_0083,38.3952309434498,-112.32875365577145,Southeast,Suburban,5G NSA,Band 66 (AWS-3),High,"CELL_00652,CELL_00747,CELL_00313,CELL_01437,CELL_00286,CELL_01225,CELL_00610",Active
CELL_01284,eNB_0180,Site_6830_Sector_3,SITE_0104,28.511446749374468,-87.14660190555574,West,Highway,LTE,Band 4 (AWS),Low,"CELL_01475,CELL_00496,CELL_00088,CELL_00182",Degraded
CELL_01285,eNB_0141,Site_7198_Sector_3,SITE_0261,27.488443753718904,-71.71595124278603,Northeast,Highway,5G NSA,Band 71 (600MHz),Medium,"CELL_00776,CELL_00992,CELL_00906,CELL_01103,CELL_00915,CELL_00216",Active
CELL_01286,eNB_0104,Site_5081_Sector_3,SITE_0077,36.383770926518096,-108.57184687848843,Midwest,Rural,5G SA,Band 66 (AWS-3),High,"CELL_00934,CELL_01184,CELL_01313,CELL_00617,CELL_00526,CELL_01033",Active
CELL_01287,eNB_0183,Site_3897_Sector_1,SITE_0137,30.40040549984867,-116.70213187987135,Northeast,Dense Urban,5G NSA,n41 (2.5GHz),Medium,"CELL_01080,CELL_00718,CELL_00230,CELL_00250,CELL_00439,CELL_00783",Active
CELL_01288,eNB_0053,Site_8142_Sector_3,SITE_0159,36.12667435336566,-107.35283683972148,Midwest,Rural,5G NSA,Band 2 (1900MHz),Medium,"CELL_01244,CELL_01412,CELL_00528,CELL_00055",Active
CELL_01289,eNB_0083,Site_8615_Sector_1,SITE_0269,34.419700527529656,-117.11983320704047,Northeast,Highway,LTE,n71 (600MHz),Low,"CELL_01333,CELL_01379,CELL_01296,CELL_01455,CELL_00446,CELL_01227",Active
CELL_01290,eNB_0189,Site_9357_Sector_3,SITE_0311,40.30397835145364,-103.71507673138734,Midwest,Highway,LTE,Band 4 (AWS),High,"CELL_00309,CELL_01026,CELL_01497,CELL_01244,CELL_00408",Active
CELL_01291,eNB_0007,Site_9185_Sector_3,SITE_0272,32.52018546485155,-105.32488507206085,West,Suburban,LTE,Band 4 (AWS),Medium,"CELL_00033,CELL_00955,CELL_00856,CELL_01075",Active
CELL_01292,eNB_0146,Site_1497_Sector_2,SITE_0210,28.095171133340624,-123.44065596747166,Pacific,Dense Urban,LTE,Band 66 (AWS-3),Medium,"CELL_00648,CELL_01304,CELL_00411,CELL_00726,CELL_01221,CELL_01097,CELL_00354",Degraded
CELL_01293,eNB_0058,Site_8198_Sector_2,SITE_0242,33.67632497796171,-124.69345498745557,Midwest,Rural,LTE,Band 2 (1900MHz),High,"CELL_00816,CELL_01191,CELL_00356,CELL_00618,CELL_00887,CELL_00130",Degraded
CELL_01294,eNB_0187,Site_6276_Sector_1,SITE_0001,46.313529372915646,-67.92242681276187,Midwest,Dense Urban,5G NSA,Band 12 (700MHz),High,"CELL_00116,CELL_00138,CELL_01314,CELL_00787,CELL_01224,CELL_00649",Active
CELL_01295,eNB_0137,Site_9338_Sector_3,SITE_0195,34.203450183733686,-86.32965262096505,Pacific,Suburban,5G NSA,n71 (600MHz),High,"CELL_00212,CELL_01493,CELL_01422,CELL_01360,CELL_01100,CELL_00606,CELL_00916",Active
CELL_01296,eNB_0055,Site_2160_Sector_1,SITE_0302,31.367802461348013,-99.4811148095494,Southeast,Dense Urban,LTE,Band 12 (700MHz),Medium,"CELL_01122,CELL_00268,CELL_01015,CELL_00243,CELL_00893",Active
CELL_01297,eNB_0197,Site_8333_Sector_2,SITE_0126,25.512614449673315,-84.11131243265277,Pacific,Urban,5G SA,Band 12 (700MHz),Low,"CELL_01178,CELL_00352,CELL_01066,CELL_01491,CELL_00592,CELL_01156,CELL_00096,CELL_01158",Active
CELL_01298,eNB_0028,Site_2256_Sector_2,SITE_0114,36.50391433155056,-114.70101273103266,West,Rural,LTE,n41 (2.5GHz),Medium,"CELL_00278,CELL_00655,CELL_00419,CELL_00441",Active
CELL_01299,eNB_0144,Site_2804_Sector_3,SITE_0587,33.69583239278247,-73.99177541187328,West,Highway,5G NSA,Band 4 (AWS),Medium,"CELL_00686,CELL_00214,CELL_00541,CELL_00223,CELL_00712,CELL_01048,CELL_00479",Active
CELL_01300,eNB_0079,Site_4518_Sector_1,SITE_0112,35.173446610218726,-66.14004452213416,Midwest,Urban,5G NSA,Band 66 (AWS-3),Medium,"CELL_00025,CELL_00181,CELL_01056,CELL_00047,CELL_01459,CELL_00729",Active
CELL_01301,eNB_0084,Site_9712_Sector_2,SITE_0406,48.5180441226046,-114.02238626916308,Southwest,Dense Urban,5G NSA,n71 (600MHz),Medium,"CELL_00162,CELL_00947,CELL_00409,CELL_00495,CELL_00638,CELL_01052,CELL_01331",Active
CELL_01302,eNB_0140,Site_3131_Sector_3,SITE_0147,27.393067940880204,-108.25199104218895,Southwest,Dense Urban,LTE,Band 71 (600MHz),Medium,"CELL_00405,CELL_00805,CELL_00265,CELL_00026,CELL_00590",Degraded
CELL_01303,eNB_0073,Site_7091_Sector_3,SITE_0025,43.33900579433089,-81.81209091511167,Southwest,Rural,LTE,Band 4 (AWS),Very High,"CELL_01357,CELL_00964,CELL_00309",Active
CELL_01304,eNB_0107,Site_7230_Sector_2,SITE_0583,48.57109908173519,-82.2598850608613,Pacific,Dense Urban,5G NSA,Band 66 (AWS-3),Low,"CELL_00477,CELL_00041,CELL_00076,CELL_00563,CELL_00546,CELL_01085,CELL_00513",Active
CELL_01305,eNB_0042,Site_4057_Sector_2,SITE_0166,47.64313392641127,-69.35592587728303,Southwest,Rural,5G NSA,n41 (2.5GHz),Medium,"CELL_00803,CELL_00998,CELL_00756,CELL_00099,CELL_00977",Active
CELL_01306,eNB_0182,Site_3456_Sector_1,SITE_0203,44.79927418039056,-111.91359881696141,Pacific,Urban,LTE,Band 4 (AWS),Very High,"CELL_01384,CELL_01218,CELL_00702,CELL_01341,CELL_01364,CELL_01470",Active
CELL_01307,eNB_0130,Site_7641_Sector_1,SITE_0114,41.81703239498631,-85.30163474078067,Midwest,Rural,LTE,Band 66 (AWS-3),Very High,"CELL_01077,CELL_01377,CELL_00765,CELL_01175,CELL_00193,CELL_01467",Active
CELL_01308,eNB_0091,Site_6662_Sector_1,SITE_0373,36.42040398035637,-74.62749187322476,Southeast,Highway,LTE,n71 (600MHz),Medium,"CELL_00148,CELL_01193,CELL_00762,CELL_00663",Active
CELL_01309,eNB_0116,Site_9075_Sector_2,SITE_0342,48.151166431943864,-101.43284084779756,Midwest,Suburban,LTE,Band 4 (AWS),Medium,"CELL_00269,CELL_00935,CELL_01265,CELL_01310,CELL_00424,CELL_01063,CELL_00761,CELL_00234",Active
CELL_01310,eNB_0137,Site_3766_Sector_1,SITE_0466,46.01003036326212,-123.41382110686202,Northeast,Dense Urban,LTE,n41 (2.5GHz),Medium,"CELL_00627,CELL_00287,CELL_00132,CELL_00089,CELL_00798",Active
CELL_01311,eNB_0137,Site_5748_Sector_1,SITE_0029,33.72111081527371,-109.76146485013928,Pacific,Suburban,LTE,Band 12 (700MHz),Medium,"CELL_01183,CELL_00807,CELL_00854,CELL_00118,CELL_00624",Active
CELL_01312,eNB_0134,Site_7204_Sector_3,SITE_0519,39.83224517548169,-124.83153892797583,Midwest,Suburban,LTE,Band 66 (AWS-3),Medium,"CELL_00635,CELL_00460,CELL_01255,CELL_00242,CELL_00829,CELL_01159",Active
CELL_01313,eNB_0140,Site_1870_Sector_1,SITE_0010,26.813100186072056,-88.65784237278771,West,Dense Urban,LTE,n71 (600MHz),Very High,"CELL_00647,CELL_00983,CELL_01400,CELL_00650,CELL_00474,CELL_00881,CELL_01121",Active
CELL_01314,eNB_0112,Site_2079_Sector_1,SITE_0550,33.144406804329314,-110.31228435022804,Southwest,Suburban,LTE,Band 66 (AWS-3),Low,"CELL_01406,CELL_00299,CELL_00115,CELL_00955",Active
CELL_01315,eNB_0080,Site_3540_Sector_3,SITE_0071,38.558771051983314,-98.41655010897213,Pacific,Urban,LTE,Band 2 (1900MHz),High,"CELL_00052,CELL_00749,CELL_01306,CELL_00289,CELL_00393,CELL_00375",Active
CELL_01316,eNB_0181,Site_4282_Sector_1,SITE_0567,42.60947472777297,-68.5091573675388,Southeast,Urban,5G SA,n71 (600MHz),Very High,"CELL_00498,CELL_00905,CELL_00585,CELL_01040,CELL_00711,CELL_00167,CELL_00838,CELL_01466",Active
CELL_01317,eNB_0052,Site_7339_Sector_3,SITE_0214,36.50916992763903,-118.00998720876972,Midwest,Urban,LTE,n41 (2.5GHz),Low,"CELL_00968,CELL_00552,CELL_01277",Active
CELL_01318,eNB_0147,Site_1223_Sector_2,SITE_0440,39.24728515242914,-72.44731378434614,Southeast,Highway,LTE,Band 66 (AWS-3),Medium,"CELL_00057,CELL_00248,CELL_00138,CELL_01497,CELL_01283,CELL_00541",Active
CELL_01319,eNB_0114,Site_2203_Sector_3,SITE_0549,46.879493534755376,-111.01233650587449,Northeast,Highway,LTE,Band 4 (AWS),High,"CELL_00118,CELL_00531,CELL_01436,CELL_01494,CELL_01322,CELL_01455,CELL_00747",Active
CELL_01320,eNB_0054,Site_6776_Sector_3,SITE_0423,40.15942017332321,-104.74768282483204,Southwest,Rural,LTE,Band 12 (700MHz),High,"CELL_01354,CELL_00847,CELL_01245,CELL_01349,CELL_01251",Active
CELL_01321,eNB_0032,Site_7986_Sector_1,SITE_0425,40.667586469241186,-93.58348733366354,Pacific,Dense Urban,LTE,Band 71 (600MHz),Low,"CELL_00269,CELL_00964,CELL_00320,CELL_00740,CELL_01148,CELL_00460,CELL_00759",Active
CELL_01322,eNB_0052,Site_5546_Sector_3,SITE_0516,38.20391892275392,-121.03396101260074,Southeast,Urban,5G SA,Band 66 (AWS-3),High,"CELL_00091,CELL_00195,CELL_00201,CELL_01175,CELL_01053,CELL_01342",Active
CELL_01323,eNB_0119,Site_7719_Sector_2,SITE_0555,48.32819869594879,-104.85054551194472,West,Urban,5G SA,n71 (600MHz),High,"CELL_00202,CELL_00407,CELL_00579,CELL_00388",Active
CELL_01324,eNB_0012,Site_8182_Sector_1,SITE_0130,34.98089830702771,-65.53353948945302,Midwest,Suburban,LTE,n41 (2.5GHz),Low,"CELL_01430,CELL_01085,CELL_00699,CELL_00097",Active
CELL_01325,eNB_0122,Site_1024_Sector_2,SITE_0221,39.49214145621894,-67.62885877559589,Northeast,Rural,LTE,Band 12 (700MHz),High,"CELL_00941,CELL_00963,CELL_00045",Active
CELL_01326,eNB_0191,Site_6178_Sector_1,SITE_0159,29.38215210156635,-91.25404338642927,Northeast,Rural,LTE,Band 2 (1900MHz),High,"CELL_01434,CELL_00887,CELL_00724,CELL_00395,CELL_00644,CELL_01363,CELL_00566,CELL_01023",Active
CELL_01327,eNB_0103,Site_1697_Sector_2,SITE_0585,26.767890010104054,-112.02832319814765,Pacific,Dense Urban,5G NSA,n41 (2.5GHz),Medium,"CELL_01433,CELL_00672,CELL_01218,CELL_00002,CELL_01427,CELL_00005,CELL_01226",Active
CELL_01328,eNB_0091,Site_4625_Sector_1,SITE_0187,35.14637131089125,-76.13317826826093,Southwest,Dense Urban,5G NSA,n71 (600MHz),High,"CELL_00235,CELL_00518,CELL_00581,CELL_00992",Active
CELL_01329,eNB_0096,Site_8065_Sector_1,SITE_0091,32.26922831493955,-82.30106282117663,Pacific,Dense Urban,LTE,Band 2 (1900MHz),Very High,"CELL_01051,CELL_00988,CELL_01219,CELL_01058,CELL_01250,CELL_00067,CELL_01207",Active
CELL_01330,eNB_0191,Site_6390_Sector_2,SITE_0338,34.6745578007228,-121.08805747172475,Pacific,Rural,5G NSA,Band 12 (700MHz),High,"CELL_00301,CELL_01021,CELL_01091,CELL_01325,CELL_00650,CELL_01229,CELL_00566",Active
CELL_01331,eNB_0003,Site_2199_Sector_3,SITE_0423,28.17808835225985,-79.49819820209869,Pacific,Highway,5G NSA,Band 4 (AWS),Very High,"CELL_01151,CELL_00921,CELL_00784,CELL_01250,CELL_00838,CELL_01210,CELL_00079",Active
CELL_01332,eNB_0021,Site_8864_Sector_1,SITE_0028,37.291498223504874,-80.5622704289852,Southeast,Rural,5G NSA,Band 12 (700MHz),Medium,"CELL_00295,CELL_01298,CELL_00344",Active
CELL_01333,eNB_0094,Site_2344_Sector_1,SITE_0584,42.063571706276065,-106.3687673607115,Northeast,Urban,5G NSA,n41 (2.5GHz),Low,"CELL_01212,CELL_00916,CELL_00784,CELL_00065,CELL_00983,CELL_00843",Active
