event_id,@timestamp,imsi,mme_host,cell_id,procedure_type,failure_code,serving_plmn,tracking_area_code,failure_description,signaling_message_type,attach_attempt,handover_attempt,authentication_attempt,source_cell_id,target_cell_id
EVT-00007153,2025-10-24 16:59:48.973878,3102601000000516,mme-01.tmobile.net,CELL-0038,TAU,ESM-102,310-260,TAC-5859,HSS unreachable during TAU - database sync issue,Uplink NAS Transport,False,False,True,None,None
EVT-00007154,2025-10-19 01:19:06.973878,3102601000000603,mme-04.tmobile.net,CELL-0008,Attach,NAS-301,310-260,TAC-9914,TAU rejected - invalid subscriber data,S1 Setup Request,True,False,False,None,None
EVT-00007155,2025-11-07 01:23:11.973878,3102601000000449,mme-03.tmobile.net,CELL-0065,Attach,S1AP-201,310-260,TAC-6347,Signaling storm detected - roaming restriction,TAU Accept,True,False,False,None,None
EVT-00007156,2025-09-28 12:14:56.973878,3102601000000278,mme-05.tmobile.net,CELL-0032,Authentication,NAS-302,310-260,TAC-5645,Service request timeout - signaling timeout,Uplink NAS Transport,False,False,True,None,None
EVT-00007157,2025-10-13 16:14:55.973878,3102601000000107,mme-01.tmobile.net,CELL-0015,TAU,NAS-301,310-800,TAC-5771,HSS unreachable during TAU - database sync issue,Authentication Request,False,False,True,None,None
EVT-00007158,2025-09-13 12:07:03.973878,3102601000000662,mme-05.tmobile.net,CELL-0033,Attach,NAS-301,310-260,TAC-6983,Bearer modification rejected - invalid subscriber data,Initial UE Message,True,False,True,None,None
EVT-00007159,2025-09-28 07:06:34.973878,3102601000000529,mme-02.tmobile.net,CELL-0030,Attach,NAS-301,310-260,TAC-9071,Signaling storm detected - insufficient resources,Path Switch Request,True,False,True,None,None
EVT-00007160,2025-10-14 04:03:18.973878,3102601000000056,mme-04.tmobile.net,CELL-0080,Attach,S1AP-201,310-260,TAC-8855,Bearer modification rejected - invalid subscriber data,Authentication Request,True,False,False,None,None
EVT-00007161,2025-09-02 06:22:03.973878,3102601000000734,mme-04.tmobile.net,CELL-0060,Authentication,EMM-003,310-260,TAC-6005,Resource exhaustion on mme-04.tmobile.net - hardware failure,Authentication Request,False,False,True,None,None
EVT-00007162,2025-10-26 20:01:47.973878,3102601000000594,mme-03.tmobile.net,CELL-0069,TAU,HSS-401,310-260,TAC-4954,Signaling storm detected - security check failed,Path Switch Request,False,False,False,None,None
EVT-00007163,2025-09-09 05:12:05.973878,3102601000000197,mme-04.tmobile.net,CELL-0078,Service Request,S1AP-202,310-490,TAC-8757,Attach rejected due to cell overload on MME mme-01.tmobile.net,Handover Required,False,False,False,None,None
EVT-00007164,2025-09-30 09:13:49.973878,3102601000000190,mme-01.tmobile.net,CELL-0011,Service Request,NAS-301,310-800,TAC-6714,HSS unreachable during Service Request - database sync issue,Initial UE Message,False,False,True,None,None
EVT-00007165,2025-09-25 01:57:18.973878,3102601000000115,mme-04.tmobile.net,CELL-0006,Bearer Modification,NAS-301,310-260,TAC-1521,PDN connectivity failure - software bug,Path Switch Request,False,False,True,None,None
EVT-00007166,2025-11-10 16:07:58.973878,3102601000000325,mme-04.tmobile.net,CELL-0058,TAU,EMM-001,310-260,TAC-5753,HSS unreachable during TAU - database sync issue,Initial UE Message,False,False,True,None,None
EVT-00007167,2025-10-21 14:42:54.973878,3102601000000651,mme-01.tmobile.net,CELL-0017,Detach,S1AP-202,310-260,TAC-7254,Handover failure from CELL-0017 to CELL-0017 - software bug,Authentication Request,False,False,True,None,None
EVT-00007168,2025-09-11 23:26:00.973878,3102601000000312,mme-05.tmobile.net,CELL-0028,Service Request,HSS-401,310-260,TAC-6877,Resource exhaustion on mme-04.tmobile.net - roaming restriction,Handover Required,False,False,False,None,None
EVT-00007169,2025-10-31 18:06:38.973878,3102601000000670,mme-02.tmobile.net,CELL-0072,Service Request,NAS-301,310-260,TAC-8068,TAU rejected - HSS sync failure,Handover Required,False,False,True,None,None
EVT-00007170,2025-11-04 05:36:48.973878,3102601000000596,mme-04.tmobile.net,CELL-0066,Attach,EMM-001,310-490,TAC-9634,Service request timeout - insufficient resources,Uplink NAS Transport,True,False,False,None,None
EVT-00007171,2025-10-21 05:18:11.973878,3102601000000743,mme-01.tmobile.net,CELL-0056,Attach,NAS-301,310-260,TAC-9136,Handover failure from CELL-0056 to CELL-0056 - insufficient resources,Attach Accept,True,False,True,None,None
EVT-00007172,2025-10-20 22:55:53.973878,3102601000000277,mme-03.tmobile.net,CELL-0002,Attach,S1AP-201,310-800,TAC-8017,Bearer modification rejected - hardware failure,Attach Accept,True,False,False,None,None
EVT-00007173,2025-10-12 07:08:52.973878,3102601000000023,mme-01.tmobile.net,CELL-0034,Handover,NAS-302,310-260,TAC-2263,HSS unreachable during Handover - database sync issue,Initial UE Message,False,True,False,CELL-0046,CELL-0052
EVT-00007174,2025-10-03 11:14:07.973878,3102601000000577,mme-01.tmobile.net,CELL-0072,TAU,HSS-401,310-800,TAC-5157,Attach rejected due to authentication timeout on MME mme-05.tmobile.net,Attach Accept,False,False,False,None,None
EVT-00007175,2025-09-21 07:51:18.973878,3102601000000173,mme-04.tmobile.net,CELL-0075,Detach,EMM-001,310-260,TAC-6915,Handover failure from CELL-0075 to CELL-0075 - authentication timeout,Downlink NAS Transport,False,False,False,None,None
EVT-00007176,2025-08-29 22:06:03.973878,3102601000000504,mme-03.tmobile.net,CELL-0077,Attach,EMM-003,310-490,TAC-4018,Service request timeout - insufficient resources,Downlink NAS Transport,True,False,False,None,None
EVT-00007177,2025-08-21 06:17:30.973878,3102601000000023,mme-05.tmobile.net,CELL-0038,Authentication,S1AP-201,310-260,TAC-6852,Signaling storm detected - database corruption,Uplink NAS Transport,False,False,True,None,None
EVT-00007178,2025-09-11 03:03:41.973878,3102601000000352,mme-02.tmobile.net,CELL-0011,Service Request,EMM-003,310-260,TAC-7442,Handover failure from CELL-0011 to CELL-0011 - network congestion,Uplink NAS Transport,False,False,False,None,None
EVT-00007179,2025-10-28 10:00:19.973878,3102601000000346,mme-04.tmobile.net,CELL-0032,Attach,S1AP-202,310-260,TAC-4479,PDN connectivity failure - security check failed,Authentication Request,True,False,False,None,None
EVT-00007180,2025-10-13 23:24:17.973878,3102601000000359,mme-01.tmobile.net,CELL-0008,Handover,NAS-302,310-260,TAC-8475,Bearer modification rejected - software bug,Attach Accept,False,True,False,CELL-0034,CELL-0047
EVT-00007181,2025-09-12 17:00:34.973878,3102601000000574,mme-05.tmobile.net,CELL-0078,Authentication,S1AP-201,310-260,TAC-1663,Attach rejected due to database corruption on MME mme-01.tmobile.net,Attach Accept,False,False,True,None,None
EVT-00007182,2025-11-11 17:44:19.973878,3102601000000096,mme-04.tmobile.net,CELL-0013,TAU,ESM-102,310-490,TAC-4286,PDN connectivity failure - insufficient resources,S1 Setup Request,False,False,False,None,None
EVT-00007183,2025-08-29 20:53:08.973878,3102601000000242,mme-01.tmobile.net,CELL-0014,Authentication,NAS-301,310-260,TAC-5993,PDN connectivity failure - authentication timeout,Downlink NAS Transport,False,False,True,None,None
EVT-00007184,2025-10-02 06:01:48.973878,3102601000000101,mme-01.tmobile.net,CELL-0038,TAU,ESM-101,310-260,TAC-2706,Service request timeout - HSS sync failure,S1 Setup Request,False,False,True,None,None
EVT-00007185,2025-11-01 06:48:36.973878,3102601000000419,mme-02.tmobile.net,CELL-0080,Authentication,NAS-302,310-490,TAC-2817,Handover failure from CELL-0080 to CELL-0080 - insufficient resources,TAU Accept,False,False,True,None,None
EVT-00007186,2025-10-05 19:10:36.973878,3102601000000599,mme-01.tmobile.net,CELL-0077,TAU,EMM-003,310-260,TAC-7425,Handover failure from CELL-0077 to CELL-0077 - database corruption,Attach Accept,False,False,False,None,None
EVT-00007187,2025-11-12 08:44:15.973878,3102601000000069,mme-04.tmobile.net,CELL-0004,TAU,EMM-002,310-260,TAC-7044,Bearer modification rejected - database corruption,Downlink NAS Transport,False,False,False,None,None
EVT-00007188,2025-09-09 23:29:23.973878,3102601000000759,mme-02.tmobile.net,CELL-0055,Service Request,S1AP-202,310-260,TAC-2487,Handover failure from CELL-0055 to CELL-0055 - security check failed,S1 Setup Request,False,False,False,None,None
EVT-00007189,2025-09-19 22:43:52.973878,3102601000000497,mme-04.tmobile.net,CELL-0001,TAU,EMM-001,310-260,TAC-3598,Attach rejected due to roaming restriction on MME mme-03.tmobile.net,Initial UE Message,False,False,True,None,None
EVT-00007190,2025-09-29 06:07:55.973878,3102601000000267,mme-04.tmobile.net,CELL-0046,Authentication,EMM-003,310-490,TAC-7595,PDN connectivity failure - roaming restriction,TAU Accept,False,False,True,None,None
EVT-00007191,2025-11-09 20:52:27.973878,3102601000000092,mme-04.tmobile.net,CELL-0049,TAU,S1AP-201,310-260,TAC-4214,Handover failure from CELL-0049 to CELL-0049 - signaling timeout,Authentication Request,False,False,True,None,None
EVT-00007192,2025-11-05 01:33:18.973878,3102601000000110,mme-01.tmobile.net,CELL-0006,Attach,NAS-301,310-260,TAC-4377,PDN connectivity failure - invalid subscriber data,Path Switch Request,True,False,True,None,None
EVT-00007193,2025-09-18 04:12:34.973878,3102601000000005,mme-03.tmobile.net,CELL-0007,Attach,HSS-401,310-490,TAC-4817,Signaling storm detected - authentication timeout,Uplink NAS Transport,True,False,False,None,None
EVT-00007194,2025-09-01 05:17:30.973878,3102601000000147,mme-01.tmobile.net,CELL-0033,Attach,EMM-001,310-260,TAC-1520,Bearer modification rejected - cell overload,S1 Setup Request,True,False,True,None,None
EVT-00007195,2025-08-17 12:53:42.973878,3102601000000635,mme-01.tmobile.net,CELL-0003,Attach,EMM-001,310-260,TAC-9078,Service request timeout - hardware failure,Path Switch Request,True,False,True,None,None
EVT-00007196,2025-09-17 15:49:39.973878,3102601000000039,mme-05.tmobile.net,CELL-0033,Attach,S1AP-201,310-260,TAC-5407,PDN connectivity failure - database corruption,Uplink NAS Transport,True,False,True,None,None
EVT-00007197,2025-10-22 04:28:44.973878,3102601000000755,mme-02.tmobile.net,CELL-0061,TAU,S1AP-201,310-260,TAC-2106,Bearer modification rejected - hardware failure,Attach Accept,False,False,False,None,None
EVT-00007198,2025-09-30 10:47:23.973878,3102601000000787,mme-03.tmobile.net,CELL-0060,Handover,NAS-302,310-490,TAC-6962,Service request timeout - software bug,Uplink NAS Transport,False,True,False,CELL-0016,CELL-0022
EVT-00007199,2025-08-28 14:43:02.973878,3102601000000647,mme-02.tmobile.net,CELL-0042,Authentication,NAS-302,310-800,TAC-5708,Attach rejected due to hardware failure on MME mme-03.tmobile.net,Authentication Request,False,False,True,None,None
EVT-00007200,2025-09-29 20:58:53.973878,3102601000000554,mme-03.tmobile.net,CELL-0034,TAU,S1AP-202,310-260,TAC-6944,Attach rejected due to HSS sync failure on MME mme-02.tmobile.net,Handover Required,False,False,False,None,None
EVT-00007201,2025-11-06 10:41:09.973878,3102601000000771,mme-01.tmobile.net,CELL-0010,Handover,ESM-101,310-490,TAC-9428,PDN connectivity failure - security check failed,Path Switch Request,False,True,False,CELL-0041,CELL-0017
EVT-00007202,2025-08-23 01:46:01.973878,3102601000000720,mme-03.tmobile.net,CELL-0014,TAU,NAS-301,310-260,TAC-5171,Authentication failure for subscriber - HSS sync failure,S1 Setup Request,False,False,False,None,None
EVT-00007203,2025-09-19 13:01:58.973878,3102601000000560,mme-03.tmobile.net,CELL-0045,Attach,EMM-001,310-490,TAC-3743,PDN connectivity failure - signaling timeout,Handover Required,True,False,True,None,None
EVT-00007204,2025-09-09 00:09:09.973878,3102601000000395,mme-05.tmobile.net,CELL-0058,Attach,S1AP-202,310-260,TAC-9035,HSS unreachable during Attach - database sync issue,Authentication Request,True,False,False,None,None
EVT-00007205,2025-09-29 12:59:28.973878,3102601000000131,mme-05.tmobile.net,CELL-0006,Attach,EMM-003,310-260,TAC-5718,Attach rejected due to HSS sync failure on MME mme-02.tmobile.net,Downlink NAS Transport,True,False,True,None,None
EVT-00007206,2025-10-17 12:12:44.973878,3102601000000047,mme-05.tmobile.net,CELL-0056,TAU,EMM-002,310-260,TAC-6211,Service request timeout - signaling timeout,Initial UE Message,False,False,False,None,None
EVT-00007207,2025-08-19 20:21:49.973878,3102601000000639,mme-04.tmobile.net,CELL-0066,TAU,NAS-302,310-260,TAC-2582,Signaling storm detected - network congestion,S1 Setup Request,False,False,False,None,None
EVT-00007208,2025-08-30 16:59:10.973878,3102601000000410,mme-04.tmobile.net,CELL-0062,Service Request,NAS-302,310-260,TAC-8567,Authentication failure for subscriber - authentication timeout,Downlink NAS Transport,False,False,False,None,None
EVT-00007209,2025-10-09 05:49:20.973878,3102601000000144,mme-01.tmobile.net,CELL-0029,Service Request,ESM-102,310-260,TAC-8981,Signaling storm detected - HSS sync failure,Path Switch Request,False,False,True,None,None
EVT-00007210,2025-09-27 01:59:45.973878,3102601000000301,mme-03.tmobile.net,CELL-0052,Handover,S1AP-201,310-260,TAC-5902,HSS unreachable during Handover - database sync issue,Uplink NAS Transport,False,True,True,CELL-0063,CELL-0061
EVT-00007211,2025-09-28 08:54:22.973878,3102601000000414,mme-04.tmobile.net,CELL-0032,Authentication,HSS-401,310-260,TAC-8959,Service request timeout - database corruption,Handover Required,False,False,True,None,None
EVT-00007212,2025-10-27 20:17:50.973878,3102601000000409,mme-02.tmobile.net,CELL-0024,Bearer Modification,NAS-301,310-260,TAC-3951,PDN connectivity failure - signaling timeout,Path Switch Request,False,False,False,None,None
EVT-00007213,2025-10-25 14:02:29.973878,3102601000000729,mme-03.tmobile.net,CELL-0001,Service Request,S1AP-202,310-260,TAC-5698,Handover failure from CELL-0001 to CELL-0001 - invalid subscriber data,Path Switch Request,False,False,False,None,None
EVT-00007214,2025-09-01 19:26:24.973878,3102601000000278,mme-05.tmobile.net,CELL-0057,Attach,NAS-302,310-490,TAC-6268,TAU rejected - security check failed,Path Switch Request,True,False,False,None,None
EVT-00007215,2025-09-08 02:11:49.973878,3102601000000196,mme-05.tmobile.net,CELL-0023,Handover,EMM-003,310-800,TAC-1649,Attach rejected due to HSS sync failure on MME mme-04.tmobile.net,Attach Accept,False,True,True,CELL-0041,CELL-0051
EVT-00007216,2025-10-23 12:16:47.973878,3102601000000015,mme-04.tmobile.net,CELL-0022,Authentication,S1AP-201,310-260,TAC-1012,PDN connectivity failure - database corruption,Path Switch Request,False,False,True,None,None
EVT-00007217,2025-10-07 01:37:21.973878,3102601000000100,mme-05.tmobile.net,CELL-0016,Attach,S1AP-202,310-260,TAC-1599,Authentication failure for subscriber - invalid subscriber data,Uplink NAS Transport,True,False,True,None,None
EVT-00007218,2025-10-04 14:50:44.973878,3102601000000459,mme-05.tmobile.net,CELL-0032,Attach,NAS-301,310-260,TAC-5903,Bearer modification rejected - security check failed,Attach Accept,True,False,True,None,None
EVT-00007219,2025-11-02 03:55:40.973878,3102601000000419,mme-05.tmobile.net,CELL-0030,TAU,S1AP-201,310-260,TAC-5166,Service request timeout - invalid subscriber data,S1 Setup Request,False,False,False,None,None
EVT-00007220,2025-10-23 17:00:36.973878,3102601000000084,mme-03.tmobile.net,CELL-0042,Service Request,EMM-001,310-800,TAC-9408,Attach rejected due to signaling timeout on MME mme-02.tmobile.net,S1 Setup Request,False,False,True,None,None
EVT-00007221,2025-08-17 03:33:21.973878,3102601000000410,mme-05.tmobile.net,CELL-0004,Detach,NAS-301,310-260,TAC-5331,Resource exhaustion on mme-03.tmobile.net - security check failed,Attach Accept,False,False,False,None,None
EVT-00007222,2025-10-04 07:40:03.973878,3102601000000692,mme-01.tmobile.net,CELL-0005,Handover,ESM-101,310-260,TAC-3989,Attach rejected due to database corruption on MME mme-01.tmobile.net,Uplink NAS Transport,False,True,False,CELL-0041,CELL-0048
EVT-00007223,2025-09-28 14:55:17.973878,3102601000000751,mme-05.tmobile.net,CELL-0026,Attach,NAS-301,310-800,TAC-7466,Attach rejected due to security check failed on MME mme-05.tmobile.net,Handover Required,True,False,False,None,None
EVT-00007224,2025-10-31 16:33:49.973878,3102601000000452,mme-04.tmobile.net,CELL-0055,Authentication,ESM-101,310-260,TAC-1375,Signaling storm detected - signaling timeout,Path Switch Request,False,False,True,None,None
EVT-00007225,2025-09-08 08:02:03.973878,3102601000000609,mme-01.tmobile.net,CELL-0008,Authentication,ESM-101,310-260,TAC-7950,Service request timeout - network congestion,Path Switch Request,False,False,True,None,None
EVT-00007226,2025-10-31 23:10:00.973878,3102601000000279,mme-03.tmobile.net,CELL-0055,Attach,S1AP-202,310-260,TAC-3768,Authentication failure for subscriber - cell overload,Path Switch Request,True,False,False,None,None
EVT-00007227,2025-10-25 02:18:17.973878,3102601000000063,mme-03.tmobile.net,CELL-0031,Attach,EMM-001,310-260,TAC-7635,TAU rejected - signaling timeout,S1 Setup Request,True,False,True,None,None
EVT-00007228,2025-10-20 05:12:40.973878,3102601000000681,mme-05.tmobile.net,CELL-0002,Attach,EMM-003,310-490,TAC-7140,Bearer modification rejected - invalid subscriber data,Attach Accept,True,False,False,None,None
EVT-00007229,2025-11-11 04:59:02.973878,3102601000000655,mme-01.tmobile.net,CELL-0038,TAU,EMM-001,310-260,TAC-7477,HSS unreachable during TAU - database sync issue,Initial UE Message,False,False,True,None,None
EVT-00007230,2025-10-31 09:22:07.973878,3102601000000504,mme-05.tmobile.net,CELL-0073,TAU,NAS-302,310-260,TAC-8018,Resource exhaustion on mme-03.tmobile.net - database corruption,Attach Accept,False,False,True,None,None
EVT-00007231,2025-08-26 03:26:18.973878,3102601000000139,mme-02.tmobile.net,CELL-0069,Service Request,S1AP-201,310-490,TAC-4016,Handover failure from CELL-0069 to CELL-0069 - hardware failure,Downlink NAS Transport,False,False,False,None,None
