recommendation_id,user_id,content_id,explanation_text,reasoning_factors,similarity_score,preference_match_themes,created_at
REC-00000858,USER-0004501,CONTENT-001265,Popular among viewers who share your interest in Animation and Artificial intelligence,"Director preference,Trending content",0.7047710634911766,"Identity crisis,Generational conflict",2025-11-13 01:46:48.783598
REC-00000859,USER-0001584,CONTENT-000243,Popular among viewers who share your interest in Family and Historical drama,"Director preference,Trending content",0.8673421855549437,"Revenge quest,Historical drama",2025-11-13 01:51:48.783598
REC-00000860,USER-0003798,CONTENT-001468,Based on your preference for Intense tone and Simple narrative complexity,"Theme similarity,Cast preference,Genre match",0.8792655462783955,"Survival,Good vs evil,Love triangle",2025-11-13 01:56:48.783598
REC-00000861,USER-0000993,CONTENT-001061,Similar to content you've watched with Time travel themes,"Narrative complexity,New release,Trending content,Tone preference",0.6659223405842878,"Moral ambiguity,Redemption arc",2025-11-13 02:01:48.783598
REC-00000862,USER-0003160,CONTENT-000516,Similar to content you've watched with Good vs evil themes,"Trending content,Director preference,Completion rate",0.8645857825134599,"Post-apocalyptic,Survival",2025-11-13 02:06:48.783598
REC-00000863,USER-0000149,CONTENT-000473,Matches your preference for Gritty storytelling with Moderate plots,"Director preference,Tone preference,Theme similarity,Similar viewing history",0.7604254863317044,"Artificial intelligence,Identity crisis",2025-11-13 02:11:48.783598
REC-00000864,USER-0000196,CONTENT-000359,Matches your preference for Gritty storytelling with Moderate plots,"New release,Trending content",0.7111777083814563,"Class struggle,Political power",2025-11-13 02:16:48.783598
REC-00000865,USER-0002952,CONTENT-001487,Similar to content you've watched with Time travel themes,"Completion rate,Popular with similar users,Similar viewing history",0.9295962127115172,"Love triangle,Social justice",2025-11-13 02:21:48.783598
REC-00000866,USER-0001966,CONTENT-000523,Similar to content you've watched with Family dynamics themes,"Similar viewing history,New release,Popular with similar users,Tone preference",0.7769334388175906,"Time travel,Love triangle,Post-apocalyptic",2025-11-13 02:26:48.783598
REC-00000867,USER-0000606,CONTENT-000842,Matches your preference for Intense storytelling with Simple plots,"Genre match,Popular with similar users",0.8221438154474715,"Social justice,Corporate intrigue,Coming of age",2025-11-13 02:31:48.783598
REC-00000868,USER-0003448,CONTENT-000183,Matches your preference for Whimsical storytelling with Simple plots,"Popular with similar users,Genre match,Completion rate",0.8128952429828945,"Betrayal,Generational conflict,Mental health",2025-11-13 02:36:48.783598
REC-00000869,USER-0003429,CONTENT-001411,Recommended because you enjoyed similar Betrayal themes in Horror content,"Director preference,Similar viewing history,Cast preference,Trending content",0.7587809364393021,"Moral ambiguity,Post-apocalyptic",2025-11-13 02:41:48.783598
REC-00000870,USER-0001869,CONTENT-001191,Matches your preference for Serious storytelling with Simple plots,"Trending content,New release,Cast preference",0.6606905025479768,"Family dynamics,Post-apocalyptic,Political power",2025-11-13 02:46:48.783598
REC-00000871,USER-0001042,CONTENT-000075,Matches your preference for Uplifting storytelling with Complex plots,"Genre match,Highly rated,Narrative complexity",0.9388968561663922,"Post-apocalyptic,Mental health",2025-11-13 02:51:48.783598
REC-00000872,USER-0003348,CONTENT-001269,Matches your preference for Uplifting storytelling with Complex plots,"Similar viewing history,Trending content",0.9297207533317847,"Betrayal,Generational conflict,Redemption arc",2025-11-13 02:56:48.783598
REC-00000873,USER-0003672,CONTENT-000074,Based on your preference for Serious tone and Moderate narrative complexity,"Trending content,New release,Tone preference,Completion rate",0.8975172969587037,"Betrayal,Family dynamics",2025-11-13 03:01:48.783598
REC-00000874,USER-0001686,CONTENT-001129,Matches your preference for Dark storytelling with Moderate plots,"New release,Popular with similar users,Narrative complexity,Highly rated",0.8365687765331205,"Historical drama,Revenge quest,Betrayal",2025-11-13 03:06:48.783598
REC-00000875,USER-0004946,CONTENT-001452,Similar to content you've watched with Love triangle themes,"Tone preference,Theme similarity,Completion rate,Narrative complexity",0.8813158809361307,"Friendship bonds,Addiction recovery,Mental health",2025-11-13 03:11:48.783598
REC-00000876,USER-0002085,CONTENT-001075,Based on your preference for Whimsical tone and Very Complex narrative complexity,"Completion rate,Similar viewing history,Director preference,Genre match",0.9150207827946379,"Moral ambiguity,Social justice,Survival",2025-11-13 03:16:48.783598
REC-00000877,USER-0000381,CONTENT-001819,Popular among viewers who share your interest in Action and Moral ambiguity,"Cast preference,Narrative complexity,Similar viewing history,Trending content",0.9548958832846913,"Friendship bonds,Revenge quest",2025-11-13 03:21:48.783598
REC-00000878,USER-0001053,CONTENT-000930,Matches your preference for Light storytelling with Very Complex plots,"Popular with similar users,Similar viewing history,Completion rate,Theme similarity",0.8266652760365828,"Identity crisis,Social justice,Friendship bonds",2025-11-13 03:26:48.783598
REC-00000879,USER-0003978,CONTENT-001485,Similar to content you've watched with Time travel themes,"Director preference,Tone preference,Highly rated",0.9438058152711566,"Time travel,Addiction recovery,Survival",2025-11-13 03:31:48.783598
REC-00000880,USER-0004734,CONTENT-001393,Similar to content you've watched with Generational conflict themes,"New release,Narrative complexity,Popular with similar users,Genre match",0.7769182901261821,"Redemption arc,Class struggle",2025-11-13 03:36:48.783598
REC-00000881,USER-0001412,CONTENT-000394,Based on your preference for Serious tone and Complex narrative complexity,"New release,Similar viewing history,Cast preference,Theme similarity",0.7363425815506036,"Generational conflict,Political power",2025-11-13 03:41:48.783598
REC-00000882,USER-0002523,CONTENT-000324,Recommended because you enjoyed similar Love triangle themes in Fantasy content,"Narrative complexity,Director preference,Theme similarity",0.947009150958841,"Corporate intrigue,Revenge quest",2025-11-13 03:46:48.783598
REC-00000883,USER-0001292,CONTENT-001726,Based on your preference for Serious tone and Moderate narrative complexity,"Narrative complexity,Completion rate",0.9336777007877697,"Family dynamics,Identity crisis,Redemption arc",2025-11-13 03:51:48.783598
REC-00000884,USER-0002112,CONTENT-001456,Recommended because you enjoyed similar Family dynamics themes in Adventure content,"Completion rate,Narrative complexity",0.7937820385810749,"Time travel,Revenge quest",2025-11-13 03:56:48.783598
REC-00000885,USER-0000106,CONTENT-000031,Matches your preference for Intense storytelling with Very Complex plots,"Cast preference,Highly rated",0.6579403795708955,"Post-apocalyptic,Betrayal",2025-11-13 04:01:48.783598
REC-00000886,USER-0000820,CONTENT-001410,Matches your preference for Light storytelling with Complex plots,"Similar viewing history,Popular with similar users,Genre match",0.9368260652841858,"Friendship bonds,Revenge quest",2025-11-13 04:06:48.783598
REC-00000887,USER-0000560,CONTENT-000791,Matches your preference for Light storytelling with Moderate plots,"Popular with similar users,Genre match,Highly rated",0.8064329438882565,"Survival,Good vs evil",2025-11-13 04:11:48.783598
REC-00000888,USER-0003137,CONTENT-000853,Popular among viewers who share your interest in Fantasy and Time travel,"Completion rate,New release,Director preference,Narrative complexity",0.916737818885679,"Time travel,Addiction recovery,Artificial intelligence",2025-11-13 04:16:48.783598
REC-00000889,USER-0001130,CONTENT-001209,Recommended because you enjoyed similar Historical drama themes in Action content,"Popular with similar users,Director preference",0.8501847106000352,"Redemption arc,Class struggle",2025-11-13 04:21:48.783598
REC-00000890,USER-0003427,CONTENT-000662,Recommended because you enjoyed similar Good vs evil themes in Fantasy content,"Narrative complexity,Director preference",0.8376300404680361,"Historical drama,Addiction recovery",2025-11-13 04:26:48.783598
REC-00000891,USER-0002643,CONTENT-000405,Similar to content you've watched with Corporate intrigue themes,"Trending content,Director preference,Highly rated",0.7843960377838692,"Addiction recovery,Political power,Corporate intrigue",2025-11-13 04:31:48.783598
REC-00000892,USER-0002722,CONTENT-000833,Based on your preference for Light tone and Very Complex narrative complexity,"Popular with similar users,Similar viewing history,New release,Cast preference",0.6788333952286465,"Survival,Artificial intelligence",2025-11-13 04:36:48.783598
REC-00000893,USER-0003460,CONTENT-001308,Recommended because you enjoyed similar Class struggle themes in Drama content,"Highly rated,Genre match,Completion rate,Narrative complexity",0.6563996902049366,"Generational conflict,Betrayal",2025-11-13 04:41:48.783598
REC-00000894,USER-0002472,CONTENT-001457,Popular among viewers who share your interest in Animation and Generational conflict,"Genre match,Narrative complexity,Trending content,New release",0.7258011722618893,"Friendship bonds,Good vs evil,Post-apocalyptic",2025-11-13 04:46:48.783598
REC-00000895,USER-0003313,CONTENT-001330,Popular among viewers who share your interest in Animation and Parallel universes,"Genre match,Director preference",0.6865023757696018,"Post-apocalyptic,Political power,Generational conflict",2025-11-13 04:51:48.783598
REC-00000896,USER-0000773,CONTENT-000520,Similar to content you've watched with Parallel universes themes,"Narrative complexity,New release,Theme similarity,Trending content",0.7198968559235488,"Historical drama,Good vs evil,Revenge quest",2025-11-13 04:56:48.783598
REC-00000897,USER-0001927,CONTENT-000953,Similar to content you've watched with Class struggle themes,"Highly rated,Popular with similar users,Cast preference",0.9482896563651201,"Corporate intrigue,Class struggle,Survival",2025-11-13 05:01:48.783598
REC-00000898,USER-0003431,CONTENT-001560,Recommended because you enjoyed similar Class struggle themes in Adventure content,"Cast preference,Popular with similar users",0.6919637864581135,"Generational conflict,Time travel",2025-11-13 05:06:48.783598
REC-00000899,USER-0000536,CONTENT-000501,Matches your preference for Light storytelling with Moderate plots,"Genre match,Popular with similar users,Narrative complexity,Trending content",0.7597111059891763,"Parallel universes,Friendship bonds",2025-11-13 05:11:48.783598
REC-00000900,USER-0003443,CONTENT-001231,Matches your preference for Gritty storytelling with Simple plots,"Narrative complexity,Genre match,Cast preference",0.7727116990091538,"Parallel universes,Good vs evil,Love triangle",2025-11-13 05:16:48.783598
REC-00000901,USER-0003376,CONTENT-001465,Based on your preference for Gritty tone and Moderate narrative complexity,"Trending content,Similar viewing history,Theme similarity",0.8720970007464095,"Moral ambiguity,Corporate intrigue,Identity crisis",2025-11-13 05:21:48.783598
REC-00000902,USER-0004239,CONTENT-001532,Popular among viewers who share your interest in Mystery and Good vs evil,"Narrative complexity,Popular with similar users",0.889862442752584,"Political power,Family dynamics",2025-11-13 05:26:48.783598
REC-00000903,USER-0001911,CONTENT-000411,Matches your preference for Uplifting storytelling with Very Complex plots,"Completion rate,Cast preference,Similar viewing history,Director preference",0.8074544910538594,"Revenge quest,Class struggle,Generational conflict",2025-11-13 05:31:48.783598
REC-00000904,USER-0001291,CONTENT-001670,Recommended because you enjoyed similar Artificial intelligence themes in Fantasy content,"Tone preference,Cast preference,Narrative complexity",0.6531702797020301,"Coming of age,Betrayal",2025-11-13 05:36:48.783598
