metric_id,@timestamp,network.cell.id,network.cell.prb_utilization_dl_pct,network.cell.prb_utilization_ul_pct,kpi.call_drop_rate,kpi.call_success_rate,network.procedure.success_rate,network.handover.success_rate,network.rrc.connection_success_rate,network.cell.active_subscribers,network.transport.latency_ms,network.transport.packet_loss_pct,capacity.busy_hour.prb_utilization_p95,network.cell.availability_pct
MET-0000001718,2025-11-11 01:09:00.424718,CELL-00145,84.18,46.17,1.299,97.07,95.46,96.53,95.55,773,29.82,1.031,89.62,99.626
MET-0000001719,2025-11-11 01:14:00.424718,CELL-00093,91.79,76.19,1.265,95.9,94.16,92.52,95.03,300,6.64,1.271,82.8,99.459
MET-0000001720,2025-11-11 01:19:00.424718,CELL-00032,89.37,26.88,3.409,96.52,97.52,98.2,97.55,84,37.38,1.532,85.13,99.311
MET-0000001721,2025-11-11 01:24:00.424718,CELL-00103,84.59,20.39,3.116,96.19,97.43,94.72,96.61,187,48.29,1.695,80.41,99.799
MET-0000001722,2025-11-11 01:29:00.424718,CELL-00091,20.1,66.35,2.886,95.83,95.83,95.98,95.65,653,44.69,0.228,82.72,99.409
MET-0000001723,2025-11-11 01:34:00.424718,CELL-00044,81.05,26.37,0.643,99.26,94.97,97.78,97.16,621,26.99,1.84,76.93,99.489
MET-0000001724,2025-11-11 01:39:00.424718,CELL-00025,20.67,50.9,2.329,96.05,99.44,96.38,98.3,432,23.57,0.954,70.57,99.06
MET-0000001725,2025-11-11 01:44:00.424718,CELL-00105,93.95,36.29,2.426,97.48,94.48,95.74,99.55,279,34.96,0.509,80.37,99.638
MET-0000001726,2025-11-11 01:49:00.424718,CELL-00142,79.34,36.25,1.982,96.75,96.43,97.31,97.62,477,49.79,1.449,65.73,99.013
MET-0000001727,2025-11-11 01:54:00.424718,CELL-00002,37.26,21.06,0.118,98.47,97.23,94.29,95.57,715,38.64,0.828,89.94,99.89
MET-0000001728,2025-11-11 01:59:00.424718,CELL-00093,93.25,56.7,2.824,95.3,94.97,94.53,99.63,325,36.6,0.478,78.75,99.999
MET-0000001729,2025-11-11 02:04:00.424718,CELL-00132,51.77,64.69,1.684,96.03,99.12,93.18,96.96,374,42.05,1.331,95.85,99.784
MET-0000001730,2025-11-11 02:09:00.424718,CELL-00002,57.74,61.58,2.72,95.35,96.72,93.1,98.53,310,40.52,1.301,83.0,99.009
MET-0000001731,2025-11-11 02:14:00.424718,CELL-00128,65.63,47.56,0.919,96.4,94.84,92.91,95.13,338,38.47,0.979,95.07,99.161
MET-0000001732,2025-11-11 02:19:00.424718,CELL-00059,52.66,21.29,2.246,98.72,96.59,92.21,96.46,245,7.21,0.634,87.13,99.281
MET-0000001733,2025-11-11 02:24:00.424718,CELL-00096,88.14,33.98,2.372,96.15,94.29,93.7,97.64,390,34.05,0.227,61.41,99.04
MET-0000001734,2025-11-11 02:29:00.424718,CELL-00115,85.2,45.85,2.03,96.67,97.0,94.79,96.66,602,46.27,0.698,81.43,99.681
MET-0000001735,2025-11-11 02:34:00.424718,CELL-00104,67.11,71.48,2.043,95.62,98.8,92.81,97.57,658,5.59,0.868,80.32,99.478
MET-0000001736,2025-11-11 02:39:00.424718,CELL-00104,20.99,34.26,1.686,98.71,98.04,94.94,97.4,780,6.51,1.969,95.81,99.861
MET-0000001737,2025-11-11 02:44:00.424718,CELL-00059,57.58,24.79,0.465,95.52,98.79,93.34,98.49,604,48.04,0.399,86.05,99.496
MET-0000001738,2025-11-11 02:49:00.424718,CELL-00142,91.7,52.71,1.067,96.82,94.47,98.47,98.71,745,34.97,1.675,75.9,99.28
MET-0000001739,2025-11-11 02:54:00.424718,CELL-00121,84.64,25.27,1.825,96.92,99.44,97.73,95.27,206,37.0,1.641,80.71,99.521
MET-0000001740,2025-11-11 02:59:00.424718,CELL-00101,86.9,46.2,3.158,97.51,95.79,92.01,99.64,546,46.29,1.566,92.27,99.775
MET-0000001741,2025-11-11 03:04:00.424718,CELL-00132,20.36,20.21,3.335,96.47,95.45,98.28,95.37,96,33.07,1.059,79.57,99.82
MET-0000001742,2025-11-11 03:09:00.424718,CELL-00013,68.22,63.86,0.88,96.62,94.81,95.74,96.28,647,27.62,1.535,96.11,99.525
MET-0000001743,2025-11-11 03:14:00.424718,CELL-00013,61.48,64.55,0.933,97.8,96.64,94.13,97.46,339,19.43,0.912,65.93,99.214
MET-0000001744,2025-11-11 03:19:00.424718,CELL-00087,67.28,73.69,2.928,98.14,98.71,93.87,99.22,273,17.31,0.171,72.31,99.879
MET-0000001745,2025-11-11 03:24:00.424718,CELL-00024,49.93,67.97,1.867,95.33,97.06,98.0,98.32,539,21.99,1.847,62.24,99.196
MET-0000001746,2025-11-11 03:29:00.424718,CELL-00105,83.28,76.4,3.187,96.39,94.54,92.57,97.47,733,8.11,0.382,62.5,99.276
MET-0000001747,2025-11-11 03:34:00.424718,CELL-00135,85.98,70.49,1.116,97.47,97.86,95.19,97.37,340,20.72,0.843,85.5,99.315
MET-0000001748,2025-11-11 03:39:00.424718,CELL-00082,46.19,15.56,2.063,98.31,98.44,95.38,96.08,101,15.12,0.029,78.03,99.855
MET-0000001749,2025-11-11 03:44:00.424718,CELL-00141,72.75,76.04,0.364,95.64,99.42,92.98,99.4,613,14.99,1.253,94.63,99.382
MET-0000001750,2025-11-11 03:49:00.424718,CELL-00112,40.33,19.22,0.222,98.09,98.69,96.79,98.99,784,30.45,1.088,66.51,99.012
MET-0000001751,2025-11-11 03:54:00.424718,CELL-00099,28.75,58.87,2.932,98.75,97.85,95.18,96.06,429,6.52,0.203,72.68,99.769
MET-0000001752,2025-11-11 03:59:00.424718,CELL-00129,30.47,38.09,0.179,98.8,98.61,93.65,97.61,222,20.77,1.367,78.63,99.807
MET-0000001753,2025-11-11 04:04:00.424718,CELL-00055,30.29,37.66,3.387,98.71,94.38,93.97,99.71,138,36.13,0.203,68.36,99.091
MET-0000001754,2025-11-11 04:09:00.424718,CELL-00103,35.5,58.51,1.105,98.36,97.3,96.4,98.71,622,24.25,0.345,80.81,99.746
MET-0000001755,2025-11-11 04:14:00.424718,CELL-00065,29.94,31.29,1.31,98.53,98.0,96.83,95.12,484,10.88,0.692,93.05,99.378
MET-0000001756,2025-11-11 04:19:00.424718,CELL-00117,32.92,72.54,0.494,99.5,96.53,94.86,98.84,493,22.95,1.313,84.03,99.699
MET-0000001757,2025-11-11 04:24:00.424718,CELL-00116,63.4,46.37,2.362,99.09,95.04,95.42,98.39,774,16.77,0.257,64.65,99.078
MET-0000001758,2025-11-11 04:29:00.424718,CELL-00117,85.23,54.68,0.825,96.13,95.8,96.2,99.52,643,7.69,1.895,82.79,99.79
MET-0000001759,2025-11-11 04:34:00.424718,CELL-00124,44.55,32.97,2.897,95.38,96.29,94.89,98.93,553,14.73,0.226,83.2,99.036
MET-0000001760,2025-11-11 04:39:00.424718,CELL-00129,25.4,55.88,0.62,97.69,96.97,93.61,97.74,633,24.53,1.34,87.64,99.725
MET-0000001761,2025-11-11 04:44:00.424718,CELL-00026,25.68,20.97,0.778,96.45,99.43,92.2,97.33,657,13.6,1.53,95.62,99.104
MET-0000001762,2025-11-11 04:49:00.424718,CELL-00039,22.72,39.46,1.933,99.57,97.75,92.01,96.47,603,35.75,0.984,80.88,99.541
MET-0000001763,2025-11-11 04:54:00.424718,CELL-00146,74.47,42.76,0.534,96.47,97.74,98.07,96.68,658,16.09,1.213,81.24,99.467
MET-0000001764,2025-11-11 04:59:00.424718,CELL-00014,57.9,22.02,2.473,96.01,97.67,95.37,95.33,599,23.9,1.417,92.61,99.265
MET-0000001765,2025-11-11 05:04:00.424718,CELL-00094,64.08,40.75,0.132,99.86,94.6,98.99,96.75,468,20.97,0.834,62.6,99.83
MET-0000001766,2025-11-11 05:09:00.424718,CELL-00142,81.67,76.53,2.978,96.23,96.86,95.14,96.3,194,19.29,1.805,96.86,99.358
MET-0000001767,2025-11-11 05:14:00.424718,CELL-00051,93.73,17.74,2.722,98.05,96.02,94.12,99.47,244,41.77,1.443,77.43,99.623
MET-0000001768,2025-11-11 05:19:00.424718,CELL-00059,66.01,26.47,3.385,97.31,98.43,92.87,96.5,136,40.07,1.198,69.08,99.295
MET-0000001769,2025-11-11 05:24:00.424718,CELL-00120,31.16,23.38,2.312,96.49,95.95,95.42,99.64,255,5.07,1.295,70.23,99.178
MET-0000001770,2025-11-11 05:29:00.424718,CELL-00050,62.63,54.72,1.725,95.0,96.87,94.6,99.21,626,21.36,0.012,94.58,99.487
MET-0000001771,2025-11-11 05:34:00.424718,CELL-00136,40.77,20.66,2.724,96.59,96.75,94.2,98.25,421,49.41,1.437,84.34,99.22
MET-0000001772,2025-11-11 05:39:00.424718,CELL-00140,23.36,32.25,3.154,97.6,94.94,93.88,99.29,261,19.43,0.965,69.57,99.645
MET-0000001773,2025-11-11 05:44:00.424718,CELL-00090,33.99,75.02,0.305,99.19,97.42,92.78,97.39,791,37.12,0.905,62.6,99.692
MET-0000001774,2025-11-11 05:49:00.424718,CELL-00107,77.45,52.84,1.981,99.29,97.23,92.37,98.25,593,36.81,1.017,61.1,99.33
MET-0000001775,2025-11-11 05:54:00.424718,CELL-00060,65.86,77.79,3.428,96.85,95.19,98.22,99.06,390,18.18,0.176,88.62,99.143
MET-0000001776,2025-11-11 05:59:00.424718,CELL-00106,46.4,24.12,3.203,99.72,94.39,93.73,98.96,562,47.83,1.093,86.66,99.342
MET-0000001777,2025-11-11 06:04:00.424718,CELL-00021,65.55,42.59,0.399,96.05,97.43,92.32,98.6,763,7.81,1.728,93.65,99.985
MET-0000001778,2025-11-11 06:09:00.424718,CELL-00037,37.64,42.72,3.209,99.67,96.56,98.36,99.27,623,42.41,1.067,84.66,99.374
MET-0000001779,2025-11-11 06:14:00.424718,CELL-00082,40.08,47.98,2.413,98.88,98.94,92.53,96.32,556,40.04,0.186,74.91,99.395
MET-0000001780,2025-11-11 06:19:00.424718,CELL-00055,91.81,24.95,2.397,95.92,97.92,98.55,96.32,307,32.5,0.886,64.53,99.818
MET-0000001781,2025-11-11 06:24:00.424718,CELL-00076,26.76,68.54,0.859,96.25,96.96,96.95,95.29,799,38.25,0.924,67.56,99.709
MET-0000001782,2025-11-11 06:29:00.424718,CELL-00140,47.37,29.3,2.664,99.1,96.91,92.34,96.05,567,43.57,0.714,67.76,99.26
MET-0000001783,2025-11-11 06:34:00.424718,CELL-00132,32.44,53.32,3.459,97.28,96.31,93.43,95.09,276,20.95,1.743,74.33,99.205
MET-0000001784,2025-11-11 06:39:00.424718,CELL-00067,92.87,59.36,1.068,97.15,94.33,92.68,98.97,234,49.42,1.3,75.29,99.771
MET-0000001785,2025-11-11 06:44:00.424718,CELL-00076,72.31,20.74,0.664,98.53,94.8,96.42,98.51,203,44.27,0.491,80.14,99.165
MET-0000001786,2025-11-11 06:49:00.424718,CELL-00111,91.16,39.12,2.695,98.36,95.87,94.85,96.55,529,15.68,1.163,72.97,99.796
MET-0000001787,2025-11-11 06:54:00.424718,CELL-00149,79.78,72.92,0.142,98.52,99.43,95.34,95.26,68,38.92,1.527,87.37,99.15
MET-0000001788,2025-11-11 06:59:00.424718,CELL-00064,28.95,46.67,2.666,98.3,96.09,96.32,97.57,300,40.81,1.83,96.07,99.521
MET-0000001789,2025-11-11 07:04:00.424718,CELL-00024,93.8,65.78,3.443,98.11,99.43,94.48,98.75,477,24.29,0.391,78.31,99.5
MET-0000001790,2025-11-11 07:09:00.424718,CELL-00067,75.47,38.72,1.004,98.03,98.74,93.19,95.31,114,41.56,1.218,62.49,99.673
MET-0000001791,2025-11-11 07:14:00.424718,CELL-00089,92.95,65.52,3.177,98.91,99.07,94.84,95.07,103,38.45,0.436,94.71,99.59
MET-0000001792,2025-11-11 07:19:00.424718,CELL-00052,44.72,76.85,1.619,95.68,97.8,96.97,96.9,346,40.86,1.651,92.48,99.246
MET-0000001793,2025-11-11 07:24:00.424718,CELL-00115,58.81,37.54,0.341,98.11,94.22,97.82,96.2,566,6.33,0.935,71.92,99.446
MET-0000001794,2025-11-11 07:29:00.424718,CELL-00090,58.5,57.68,1.629,98.35,97.62,96.5,95.78,544,7.59,0.636,70.75,99.883
MET-0000001795,2025-11-11 07:34:00.424718,CELL-00032,73.24,18.58,0.302,99.78,94.47,93.73,97.02,127,33.84,0.633,84.55,99.549
MET-0000001796,2025-11-11 07:39:00.424718,CELL-00075,26.24,51.96,1.218,97.91,96.89,96.65,98.84,661,42.59,1.852,76.64,99.99
MET-0000001797,2025-11-11 07:44:00.424718,CELL-00018,73.69,25.15,1.708,95.62,95.91,95.39,99.43,300,45.92,1.262,79.1,99.257
MET-0000001798,2025-11-11 07:49:00.424718,CELL-00150,80.89,51.98,2.085,97.2,97.27,97.73,99.23,483,18.51,1.857,67.05,99.569
MET-0000001799,2025-11-11 07:54:00.424718,CELL-00137,93.12,39.79,3.405,98.98,99.18,97.22,97.38,760,34.26,0.191,67.48,99.207
MET-0000001800,2025-11-11 07:59:00.424718,CELL-00005,57.29,70.89,1.137,95.67,95.32,98.28,98.61,227,11.98,0.869,67.3,99.066
MET-0000001801,2025-11-11 08:04:00.424718,CELL-00012,65.86,55.4,0.797,97.27,97.25,98.64,97.68,554,23.91,0.072,89.23,99.91
MET-0000001802,2025-11-11 08:09:00.424718,CELL-00126,32.99,61.7,2.974,99.49,98.32,93.64,96.56,124,49.14,0.658,77.28,99.355
MET-0000001803,2025-11-11 08:14:00.424718,CELL-00069,55.51,25.85,1.988,99.21,94.36,98.82,98.5,625,31.44,0.666,71.02,99.439
MET-0000001804,2025-11-11 08:19:00.424718,CELL-00073,74.64,50.5,1.612,96.74,96.86,92.58,99.32,519,20.75,1.253,89.77,99.821
MET-0000001805,2025-11-11 08:24:00.424718,CELL-00017,57.6,19.56,3.279,99.3,94.34,92.16,97.25,671,7.69,0.174,74.12,99.043
MET-0000001806,2025-11-11 08:29:00.424718,CELL-00011,24.11,50.14,2.885,96.02,97.87,94.09,96.46,445,14.72,0.586,88.55,99.452
MET-0000001807,2025-11-11 08:34:00.424718,CELL-00089,38.31,76.37,3.422,96.85,95.92,94.55,99.58,234,10.61,1.399,88.68,99.216
MET-0000001808,2025-11-11 08:39:00.424718,CELL-00051,88.37,58.46,0.735,96.26,97.08,92.71,95.13,223,11.86,1.396,62.19,99.409
MET-0000001809,2025-11-11 08:44:00.424718,CELL-00031,20.21,27.0,1.939,97.07,98.76,97.41,97.84,596,32.63,1.998,83.4,99.359
MET-0000001810,2025-11-11 08:49:00.424718,CELL-00087,45.87,76.42,0.687,96.16,95.86,96.16,98.46,450,45.66,1.523,82.22,99.091
MET-0000001811,2025-11-11 08:54:00.424718,CELL-00031,59.67,44.45,3.395,96.55,94.3,95.35,97.51,405,16.19,0.725,67.21,99.937
MET-0000001812,2025-11-11 08:59:00.424718,CELL-00114,44.73,79.21,1.548,98.97,99.44,98.36,98.16,558,18.69,0.785,82.63,99.055
MET-0000001813,2025-11-11 09:04:00.424718,CELL-00053,39.45,29.89,0.269,97.23,99.28,94.16,98.86,302,34.54,0.483,72.46,99.846
MET-0000001814,2025-11-11 09:09:00.424718,CELL-00137,48.97,20.78,1.981,98.33,96.82,93.81,98.04,144,9.53,0.981,94.61,99.723
MET-0000001815,2025-11-11 09:14:00.424718,CELL-00108,52.9,53.44,0.636,99.26,99.3,92.54,97.99,67,12.93,0.836,83.73,99.133
MET-0000001816,2025-11-11 09:19:00.424718,CELL-00068,75.68,78.1,1.873,98.36,98.05,93.06,99.44,784,18.26,0.212,72.35,99.235
MET-0000001817,2025-11-11 09:24:00.424718,CELL-00130,69.1,28.62,0.74,95.35,97.49,98.57,98.88,129,32.02,1.516,70.37,99.462
MET-0000001818,2025-11-11 09:29:00.424718,CELL-00124,41.63,60.95,3.328,99.87,96.79,95.72,97.85,437,19.46,1.088,96.19,99.08
MET-0000001819,2025-11-11 09:34:00.424718,CELL-00025,92.96,38.47,0.24,95.27,98.85,95.89,99.35,714,23.86,0.842,72.32,99.698
MET-0000001820,2025-11-11 09:39:00.424718,CELL-00149,22.53,30.45,2.32,95.76,97.08,95.44,97.19,498,22.69,0.318,86.28,99.875
MET-0000001821,2025-11-11 09:44:00.424718,CELL-00054,55.36,44.13,1.055,95.81,94.13,96.93,95.19,53,9.4,0.891,74.79,99.825
MET-0000001822,2025-11-11 09:49:00.424718,CELL-00090,25.12,15.92,2.035,95.4,98.18,96.49,96.35,140,16.64,1.18,94.95,99.081
MET-0000001823,2025-11-11 09:54:00.424718,CELL-00124,48.66,44.3,0.203,98.5,97.3,94.18,99.08,539,40.45,0.598,83.16,99.629
MET-0000001824,2025-11-11 09:59:00.424718,CELL-00139,65.8,25.16,3.405,99.76,97.52,92.84,96.13,355,36.21,0.522,87.68,99.383
MET-0000001825,2025-11-11 10:04:00.424718,CELL-00120,86.56,33.37,2.169,96.24,96.43,97.08,98.29,98,22.13,0.358,95.13,99.086
MET-0000001826,2025-11-11 10:09:00.424718,CELL-00086,72.62,36.62,2.573,95.44,95.66,94.07,97.0,499,37.53,0.333,87.53,99.415
MET-0000001827,2025-11-11 10:14:00.424718,CELL-00094,81.62,75.49,2.359,96.67,97.49,96.77,96.19,474,42.67,0.022,83.76,99.525
MET-0000001828,2025-11-11 10:19:00.424718,CELL-00095,84.61,66.64,0.443,99.03,95.63,93.3,98.86,407,15.49,1.777,71.84,99.415
MET-0000001829,2025-11-11 10:24:00.424718,CELL-00074,32.8,19.32,2.48,95.27,94.66,98.14,95.45,313,25.7,0.837,70.03,99.414
MET-0000001830,2025-11-11 10:29:00.424718,CELL-00026,94.5,56.62,2.788,97.42,94.95,96.72,98.84,451,9.16,0.533,85.1,99.736
MET-0000001831,2025-11-11 10:34:00.424718,CELL-00070,47.39,74.45,1.801,97.77,94.78,93.4,98.5,145,35.43,1.106,64.93,99.549
MET-0000001832,2025-11-11 10:39:00.424718,CELL-00067,91.54,77.04,2.698,96.43,96.85,98.19,99.19,146,13.31,0.049,83.77,99.556
MET-0000001833,2025-11-11 10:44:00.424718,CELL-00011,69.36,70.55,3.245,96.15,97.97,96.88,97.48,56,30.69,0.733,96.3,99.474
MET-0000001834,2025-11-11 10:49:00.424718,CELL-00016,83.84,21.37,1.191,95.49,99.27,92.52,97.85,116,40.99,1.625,85.48,99.873
MET-0000001835,2025-11-11 10:54:00.424718,CELL-00052,27.92,21.27,1.047,99.39,98.54,92.47,98.17,481,42.96,1.0,77.21,99.551
MET-0000001836,2025-11-11 10:59:00.424718,CELL-00088,44.5,65.79,0.487,96.14,95.32,94.62,98.63,608,21.91,1.657,72.32,99.851
MET-0000001837,2025-11-11 11:04:00.424718,CELL-00101,72.62,67.45,2.141,99.54,96.3,93.27,98.59,337,30.79,1.808,65.58,99.269
MET-0000001838,2025-11-11 11:09:00.424718,CELL-00040,21.68,70.82,2.406,95.21,96.84,93.94,98.5,217,49.63,1.793,95.04,99.896
MET-0000001839,2025-11-11 11:14:00.424718,CELL-00010,26.44,30.96,1.374,96.71,98.01,94.59,98.66,781,21.03,0.463,63.31,99.776
MET-0000001840,2025-11-11 11:19:00.424718,CELL-00056,57.64,67.77,1.821,98.34,94.24,93.24,99.42,448,39.64,0.715,78.9,99.024
MET-0000001841,2025-11-11 11:24:00.424718,CELL-00047,28.36,31.87,3.366,96.23,98.87,94.37,98.58,54,40.48,0.399,74.47,99.57
MET-0000001842,2025-11-11 11:29:00.424718,CELL-00120,55.79,23.35,1.296,97.91,96.98,94.59,99.07,587,13.97,1.49,85.43,99.237
MET-0000001843,2025-11-11 11:34:00.424718,CELL-00044,23.5,44.45,2.977,99.55,94.15,98.86,99.32,482,47.8,1.325,61.14,99.871
MET-0000001844,2025-11-11 11:39:00.424718,CELL-00052,20.11,63.6,1.888,98.07,94.1,92.38,99.78,421,8.03,0.306,64.02,99.787
MET-0000001845,2025-11-11 11:44:00.424718,CELL-00026,49.48,53.35,1.671,99.69,99.23,94.33,96.42,119,35.96,0.696,73.62,99.389
MET-0000001846,2025-11-11 11:49:00.424718,CELL-00104,72.44,19.05,0.23,96.9,94.15,93.8,98.43,178,11.42,0.755,91.73,99.714
MET-0000001847,2025-11-11 11:54:00.424718,CELL-00088,52.35,77.9,0.653,95.61,96.97,93.29,95.48,642,38.03,1.851,63.22,99.684
MET-0000001848,2025-11-11 11:59:00.424718,CELL-00106,27.08,28.56,3.227,95.68,95.61,97.69,99.1,224,12.05,1.556,94.51,99.765
MET-0000001849,2025-11-11 12:04:00.424718,CELL-00133,67.36,76.56,0.604,97.26,95.8,94.15,97.31,796,26.73,1.902,87.35,99.87
MET-0000001850,2025-11-11 12:09:00.424718,CELL-00016,90.67,63.92,0.68,96.6,98.16,95.68,95.69,709,32.1,0.183,69.59,99.29
MET-0000001851,2025-11-11 12:14:00.424718,CELL-00027,62.7,46.58,3.481,97.62,94.73,94.52,99.0,573,22.58,0.99,73.75,99.86
MET-0000001852,2025-11-11 12:19:00.424718,CELL-00108,30.31,68.05,2.307,98.23,96.62,96.65,96.45,124,46.1,1.027,77.96,99.78
MET-0000001853,2025-11-11 12:24:00.424718,CELL-00091,31.23,27.08,0.339,99.04,97.87,94.27,96.11,776,24.9,0.077,73.53,99.528
MET-0000001854,2025-11-11 12:29:00.424718,CELL-00038,57.34,41.14,0.417,95.95,97.38,95.97,97.48,575,23.52,1.938,70.89,99.792
MET-0000001855,2025-11-11 12:34:00.424718,CELL-00055,39.26,65.18,1.735,96.19,94.68,98.89,96.37,427,32.88,1.233,72.09,99.406
MET-0000001856,2025-11-11 12:39:00.424718,CELL-00008,53.81,21.33,0.752,95.21,95.04,94.01,98.25,165,44.74,1.157,85.52,99.316
MET-0000001857,2025-11-11 12:44:00.424718,CELL-00001,73.84,58.48,2.675,99.54,98.34,92.69,96.47,216,44.66,0.056,97.01,99.333
MET-0000001858,2025-11-11 12:49:00.424718,CELL-00040,40.57,20.69,2.706,97.94,95.53,95.87,95.09,569,13.01,0.802,78.14,99.87
MET-0000001859,2025-11-11 12:54:00.424718,CELL-00117,48.62,60.46,1.794,95.72,95.77,93.94,98.56,686,22.71,0.416,84.95,99.628
MET-0000001860,2025-11-11 12:59:00.424718,CELL-00008,77.34,76.07,3.3,97.28,95.51,93.76,99.17,328,21.16,0.811,77.7,99.079
MET-0000001861,2025-11-11 13:04:00.424718,CELL-00111,72.26,42.09,0.574,97.64,97.92,97.34,98.96,267,32.51,0.585,95.23,99.286
MET-0000001862,2025-11-11 13:09:00.424718,CELL-00016,84.54,59.31,2.142,95.04,98.6,93.28,98.36,647,8.53,1.754,92.97,99.932
MET-0000001863,2025-11-11 13:14:00.424718,CELL-00010,44.43,25.83,2.098,96.9,95.26,93.12,97.72,677,49.84,0.005,67.96,99.47
MET-0000001864,2025-11-11 13:19:00.424718,CELL-00091,94.69,18.56,3.09,95.38,97.42,93.34,97.75,693,12.15,0.423,67.47,99.148
MET-0000001865,2025-11-11 13:24:00.424718,CELL-00147,22.1,77.9,0.893,96.37,96.1,93.3,95.47,646,29.26,0.738,72.01,99.704
MET-0000001866,2025-11-11 13:29:00.424718,CELL-00138,26.3,33.14,0.348,96.09,96.81,93.59,98.98,361,27.91,0.682,83.43,99.291
MET-0000001867,2025-11-11 13:34:00.424718,CELL-00010,62.32,26.18,2.802,99.74,95.59,96.98,97.63,377,38.39,0.625,94.32,99.576
MET-0000001868,2025-11-11 13:39:00.424718,CELL-00080,28.24,53.43,0.434,97.72,97.57,95.52,97.39,605,29.82,0.275,88.65,99.417
MET-0000001869,2025-11-11 13:44:00.424718,CELL-00021,86.1,17.72,0.331,97.36,98.13,96.85,95.53,443,44.5,0.345,87.84,99.591
MET-0000001870,2025-11-11 13:49:00.424718,CELL-00118,62.24,22.55,1.12,98.54,98.59,94.78,99.37,580,20.1,1.404,70.75,99.434
MET-0000001871,2025-11-11 13:54:00.424718,CELL-00033,30.31,20.78,1.36,99.27,98.26,97.82,99.56,162,16.89,1.589,92.43,99.64
MET-0000001872,2025-11-11 13:59:00.424718,CELL-00019,67.25,29.81,3.087,95.03,96.87,93.61,98.5,435,34.57,0.368,76.58,99.447
MET-0000001873,2025-11-11 14:04:00.424718,CELL-00148,26.72,55.5,1.402,95.55,95.04,93.38,99.13,659,36.38,1.139,87.33,99.99
MET-0000001874,2025-11-11 14:09:00.424718,CELL-00043,82.5,26.81,2.319,97.98,95.31,92.46,97.23,595,21.9,0.299,79.78,99.171
MET-0000001875,2025-11-11 14:14:00.424718,CELL-00035,63.17,79.84,0.372,96.36,99.18,98.1,96.97,613,34.12,1.643,65.25,99.53
MET-0000001876,2025-11-11 14:19:00.424718,CELL-00133,57.73,51.53,1.174,96.36,95.92,94.35,96.36,530,48.93,0.865,60.29,99.043
MET-0000001877,2025-11-11 14:24:00.424718,CELL-00145,40.36,21.67,0.558,96.29,95.43,95.05,98.81,731,39.43,0.933,80.05,99.885
MET-0000001878,2025-11-11 14:29:00.424718,CELL-00107,71.83,22.44,2.806,97.67,95.59,92.74,96.98,62,19.1,0.184,68.6,99.377
MET-0000001879,2025-11-11 14:34:00.424718,CELL-00001,63.96,52.68,1.069,97.49,98.69,94.73,97.15,207,41.86,0.034,75.18,99.88
MET-0000001880,2025-11-11 14:39:00.424718,CELL-00089,51.0,23.24,3.183,95.58,94.59,98.72,97.93,392,18.49,0.926,60.22,99.703
MET-0000001881,2025-11-11 14:44:00.424718,CELL-00090,56.51,34.43,2.721,99.5,97.43,95.42,95.15,426,9.26,1.759,75.68,99.815
MET-0000001882,2025-11-11 14:49:00.424718,CELL-00134,83.34,76.09,1.84,99.83,95.67,98.36,96.12,187,7.47,0.816,89.07,99.524
MET-0000001883,2025-11-11 14:54:00.424718,CELL-00079,58.78,79.12,2.338,96.28,94.5,98.26,97.18,637,25.78,1.065,67.13,99.732
MET-0000001884,2025-11-11 14:59:00.424718,CELL-00101,39.29,47.22,2.085,97.33,96.11,96.14,99.71,734,31.85,1.115,89.53,99.791
MET-0000001885,2025-11-11 15:04:00.424718,CELL-00150,34.79,43.97,2.046,95.92,97.45,95.65,96.61,749,30.86,1.408,71.28,99.102
MET-0000001886,2025-11-11 15:09:00.424718,CELL-00062,80.52,71.39,0.861,95.5,98.9,92.12,95.68,677,5.45,0.778,88.18,99.286
MET-0000001887,2025-11-11 15:14:00.424718,CELL-00063,76.67,64.89,1.177,96.63,97.21,97.72,98.27,212,38.76,1.722,63.15,99.751
MET-0000001888,2025-11-11 15:19:00.424718,CELL-00050,81.12,23.61,0.19,97.35,97.45,96.81,95.52,799,23.36,0.111,78.87,99.04
MET-0000001889,2025-11-11 15:24:00.424718,CELL-00133,41.95,49.75,3.355,98.47,97.33,96.05,97.5,368,21.43,1.906,86.07,99.908
MET-0000001890,2025-11-11 15:29:00.424718,CELL-00017,75.53,56.36,3.195,97.88,94.13,92.23,99.2,265,29.36,1.938,73.35,99.281
MET-0000001891,2025-11-11 15:34:00.424718,CELL-00001,33.62,28.26,0.316,99.07,99.16,95.71,97.79,130,13.69,0.982,92.74,99.799
MET-0000001892,2025-11-11 15:39:00.424718,CELL-00013,29.84,63.28,2.637,95.54,96.19,97.0,96.89,637,11.16,0.268,70.32,99.066
MET-0000001893,2025-11-11 15:44:00.424718,CELL-00031,72.02,39.22,3.393,97.48,97.52,97.16,95.06,794,25.76,1.089,73.47,99.356
MET-0000001894,2025-11-11 15:49:00.424718,CELL-00071,93.22,73.12,1.284,95.03,94.28,92.88,96.85,723,9.11,0.438,81.96,99.537
MET-0000001895,2025-11-11 15:54:00.424718,CELL-00134,69.55,26.12,0.349,95.34,97.7,95.87,98.88,616,17.27,0.94,63.6,99.243
MET-0000001896,2025-11-11 15:59:00.424718,CELL-00041,40.75,78.33,0.435,97.26,94.51,93.69,96.17,470,37.1,1.918,76.18,99.444
